code,term
285207005,Able to recall random address at five minutes (finding)
285208000,Unable to recall random address at five minutes (finding)
365885004,Finding related to ability to recall five digit number at five minutes (finding)
285211004,Able to recall five digit number at five minutes (finding)
285212006,Unable to recall five digit number at five minutes (finding)
365886003,Finding of visual short-term memory performance (finding)
365887007,Finding related to ability to reproduce geometric figure at five minutes (finding)
285209008,Able to reproduce geometric figure at five minutes (finding)
285210003,Unable to reproduce geometric figure at five minutes (finding)
365888002,Finding of long-term memory performance (finding)
247587007,Long-term memory within normal limits (finding)
247588002,Poor long-term memory (finding)
365890001,Finding of semantic memory performance (finding)
247612003,Cannot remember names of intimates (finding)
247614002,Cannot remember wedding anniversary (finding)
247615001,Cannot remember birth dates of children (finding)
247616000,Cannot remember name of school (finding)
275278005,Difficulty in remembering dates (finding)
365891002,Finding related to ability to remember own date of birth (finding)
285187002,Able to remember own date of birth (finding)
285188007,Unable to remember own date of birth (finding)
165292004,Memory: own date of birth not known (finding)
365892009,Finding related to ability to remember own age (finding)
247613008,Unable to remember own age (finding)
285189004,Able to remember own age (finding)
365893004,Finding related to ability to remember day of the week (finding)
285190008,Able to remember day of the week (finding)
285191007,Unable to remember day of the week (finding)
365894005,Finding related to ability to remember today's date (finding)
247608009,Unable to remember today's date (finding)
285205002,Able to remember today's date (finding)
365895006,Finding related to ability to remember month of year (finding)
285193005,Able to remember month of year (finding)
285194004,Unable to remember month of year (finding)
365896007,Finding related to ability to remember current year (finding)
285196002,Able to remember current year (finding)
285197006,Unable to remember current year (finding)
365897003,Finding related to ability to remember name of reigning monarch (finding)
247609001,Unable to remember name of reigning monarch (finding)
285198001,Able to remember name of reigning monarch (finding)
365898008,Finding related to ability to remember name of current prime minister (finding)
247610006,Unable to remember name of current prime minister (finding)
285199009,Able to remember name of current prime minister (finding)
365899000,Finding related to ability to remember objects (finding)
285224004,Able to remember objects (finding)
285225003,Unable to remember objects (finding)
365900005,Finding related to ability to remember faces (finding)
285227006,Able to remember faces (finding)
285228001,Unable to remember faces (finding)
85173004,False recognition (finding)
365901009,Finding related to ability to remember sounds (finding)
285229009,Able to remember sounds (finding)
285230004,Unable to remember sounds (finding)
365902002,Finding related to ability to remember motor skills (finding)
285218005,Able to remember motor skills (finding)
285220008,Able to remember new motor skills (finding)
285222000,Able to remember old motor skills (finding)
285219002,Unable to remember motor skills (finding)
285223005,Unable to remember old motor skills (finding)
285221007,Unable to remember new motor skills (finding)
365903007,Finding related to ability to remember new motor skills (finding)
365904001,Finding related to ability to remember old motor skills (finding)
365905000,Finding of use of memory retrieval aids (finding)
247603000,Extremely efficient use of mnemonics (finding)
285213001,Memory aided by use of lists (finding)
285214007,Memory aided by use of labels (finding)
285215008,Memory aided by use of diary (finding)
413088002,Poor visual sequential memory (finding)
413089005,Poor auditory sequential memory (finding)
716442002,Able to remember people (finding)
55050000,Hypermnesia (finding)
365917003,Finding of memory form (finding)
365918008,Finding of semantic memory (finding)
365919000,Finding of verbal memory (finding)
283995000,Verbal memory for events (finding)
311533004,Delayed verbal memory (finding)
365920006,Finding of type of memories (finding)
225034008,Unpleasant memories (finding)
283989001,Intrusive memories (finding)
285216009,Reliving traumatic memories (finding)
283990005,Pleasant memories (finding)
283997008,False memories (finding)
386807006,Memory impairment (finding)
162200009,Temporary loss of memory (finding)
307413004,Transient memory loss (finding)
192071009,Mild memory disturbance (finding)
225038006,Memory lapses (finding)
225037001,Minor memory lapses (finding)
225039003,Mixes past with present (finding)
26581009,Retrospective falsification (finding)
283878007,Impairment of registration (finding)
32541007,Paramnesia (finding)
48167000,Amnesia (finding)
230736007,Transient global amnesia (finding)
247607004,Amnesia for day to day facts (finding)
247611005,Amnesia for important personal information (finding)
42176003,Amnesia for recent events (finding)
51921000,Retrograde amnesia (finding)
275277000,Post-traumatic amnesia (finding)
6149008,Amnesia for remote events (finding)
88822006,Anterograde amnesia (finding)
395689002,Transient epileptic amnesia (finding)
55533009,Forgetful (finding)
416106008,Disturbance of memory for order of events (finding)
416687002,Flashbacks have stopped (finding)
106138009,Learning finding (finding)
224998004,Slow learner (finding)
247617009,Impaired ability to learn new material (finding)
161129001,Learning difficulties (finding)
116340000,Disturbance of cognitive learning (finding)
76789006,Information conversion problem (finding)
50829006,Basic learning problem (finding)
23766009,Basic learning problem in reading (finding)
26439000,Basic learning problem in arithmetic (finding)
45418009,Basic learning problem in speaking (finding)
46781003,Basic learning problem in writing (finding)
4721006,Basic motor learning problem (finding)
81511006,Basic learning problem in language (finding)
54407007,Fast learner (finding)
247619007,Thought finding (finding)
225436004,Reflecting (finding)
225442000,Not wanting to think (finding)
225441007,Not wanting to think about something (finding)
225447006,Reappearance of old thoughts (finding)
247695002,Thought alienation (finding)
307078008,Thought commentary (finding)
276236009,Comments on own thoughts (finding)
276237000,Comments on own reading (finding)
276238005,Comments on own writing (finding)
276240000,Comments on own actions (finding)
50543005,Thought insertion (finding)
86917003,Thought broadcast (finding)
87076008,Thought withdrawal (finding)
26628009,Disturbance in thinking (finding)
2496007,Acalculia (finding)
163929006,On examination - acalculia (finding)
55640002,Dyscalculia (finding)
55956009,Disturbance in content of thought (finding)
112088009,Egomania (finding)
42688000,Preoccupation of thought (finding)
225001006,Preoccupied with emotional problems (finding)
247634001,Preoccupation with litigation (finding)
247635000,Sexual preoccupation (finding)
247636004,Preoccupation with appearance (finding)
247637008,Preoccupation with body size (finding)
247638003,Preoccupation with specific bodily feature (finding)
276360005,Preoccupation with body weight (finding)
247776002,Depressive preoccupation (finding)
276303005,Preoccupation with death (finding)
276304004,Preoccupation with disaster (finding)
276305003,Preoccupation with ruin (finding)
44906001,Capgras' syndrome (finding)
50532002,Noesis (finding)
53297005,Fregoli syndrome (finding)
56435009,Poverty of thought (finding)
71426002,Erotographomania (finding)
79427009,Unio mystica (finding)
83507006,Finding of thought content (finding)
225445003,Intrusive thoughts (finding)
225449009,Bizarre thoughts (finding)
225661009,Positive thoughts (finding)
225446002,Positive self thoughts (finding)
285276000,Optimistic thoughts (finding)
247621002,Expansive ideation (finding)
247632002,Preoccupation (finding)
247633007,Preoccupation with compensation (finding)
247651008,Obscene thoughts (finding)
247652001,Sexually obscene thoughts (finding)
285268002,Thoughts of sexual violence (finding)
285269005,Thoughts of raping (finding)
247653006,Negative automatic thoughts (finding)
247654000,Fatuous thoughts (finding)
247655004,Disinhibited thoughts (finding)
247658002,Creative thought (finding)
247624005,Unusually creative thinking (finding)
285261008,Dangerous and harmful thoughts (finding)
285262001,Thoughts of revenge (finding)
285263006,Thoughts of violence (finding)
225450009,Homicidal thoughts (finding)
285267007,Thoughts of physical assault (finding)
285264000,Thoughts of arson (finding)
285265004,Dangerous plans (finding)
285270006,Plans to kill (finding)
285271005,Plans to assault (finding)
285272003,Plans to commit sexual crime (finding)
285273008,Plans to rape (finding)
285274002,Plans to set fire (finding)
285266003,Dangerous fantasy (finding)
285275001,Rape fantasy (finding)
162314006,Harmful thoughts (finding)
102911000,Thoughts of self harm (finding)
6471006,Suicidal thoughts (finding)
247650009,Planning suicide (finding)
304594002,Suicidal intent (finding)
267073005,Suicidal (finding)
425104003,Suicidal behavior (finding)
711561004,Has access to planned means of suicide (finding)
401229000,Thoughts of deliberate self harm (finding)
401230005,Plans for deliberate self harm without intent (finding)
401231009,Intent of deliberate self harm with detailed plans (finding)
14003003,Monomania (finding)
2073000,Delusions (finding)
225452001,Paranoid delusion (finding)
216004,Delusion of persecution (finding)
225451008,Believes television is bugged (finding)
225660005,Believes phones are bugged (finding)
247667002,Grandiose delusions (finding)
247668007,Delusion of grandiose ability (finding)
247669004,Delusion of grandiose identity (finding)
247670003,Delusion of special mission (finding)
247671004,Religious delusion (finding)
247683002,Delusion of being loved (finding)
247684008,Delusion of catastrophe (finding)
247686005,Depressive delusion of catastrophe (finding)
247688006,Hypochondriacal delusion (finding)
89809008,Delusion of parasitosis (finding)
247689003,Depressive hypochondriacal delusion (finding)
276243003,Primary delusions (finding)
285277009,Delusion of unworthiness (finding)
12332005,Pseudologia fantastica (finding)
28116007,Passivity of drive (finding)
247691006,Delusion of replacement of will by external force (finding)
247692004,Delusion of control of voice (finding)
247693009,Delusion of control of handwriting (finding)
3185000,Mood-congruent delusion (finding)
40277007,Systematized delusion (finding)
41189006,Ideas of reference (finding)
53108004,Delusion of guilt (finding)
53138005,Mood-incongruent delusion (finding)
58585005,Autochthonous delusion (finding)
64514005,Delusional perception (finding)
247680004,Delusion concerning appearance (finding)
247675008,Delusion associated with smell (finding)
247676009,Delusion associated with sexual hallucinations (finding)
247677000,Bizarre delusion associated with bodily sensation (finding)
247678005,Delusion of depersonalization (finding)
247696001,Delusion of own appearance (finding)
67348001,Delusional conclusion (finding)
77303001,Delusion of poverty (finding)
247687001,Depressive delusion of poverty (finding)
82791007,Bizarre delusion (finding)
82870007,Pornographomania (finding)
8330006,Delusion of infidelity (finding)
247679002,Nihilistic delusion (finding)
424040008,Psychological pseudocyesis (finding)
78205008,Irrational thoughts (finding)
162315007,Morbid thoughts (finding)
712759008,Sense of impending doom (finding)
81215003,Overvalued idea (finding)
86110000,Rumination - thoughts (finding)
67698009,Obsessional thoughts (finding)
247879004,Obsessional thoughts of contamination (finding)
247880001,Obsessional thoughts of disease (finding)
247881002,Obsessional thoughts of dirt (finding)
247882009,Obsessional thoughts of germs (finding)
247883004,Obsessional doubts (finding)
247884005,Obsessional thoughts of incompletion (finding)
271559000,Obsessional thoughts of causing harm to others (finding)
247876006,Obsessional thoughts of causing accidents (finding)
247878007,Obsessional thoughts of giving others illness (finding)
271953006,Obsessional thoughts of causing harm to self (finding)
247877002,Obsessional thoughts of poisoning (finding)
247872008,Obsessional thoughts of harm occurring to property (finding)
247873003,Obsessional thoughts of being robbed (finding)
247874009,Obsessional thoughts of fire (finding)
247875005,Obsessional thoughts of explosions (finding)
247885006,Obsessional thoughts of throwing things away (finding)
247631009,Persistent thoughts (finding)
86597007,Illogical thinking (finding)
247623004,Exciting ideas (finding)
365309002,Finding of use of imagination (finding)
225448001,Has imaginary friend (finding)
40077001,Magical thinking (finding)
7684004,Fantasizing (finding)
285294006,Pleasant fantasy (finding)
285295007,Pornographic fantasy (finding)
417233008,Paranoid ideation (finding)
365252004,Finding of thought process (finding)
311535006,Rigidity of thinking (finding)
78633001,Altered thought processes (finding)
247643005,Loud thoughts (finding)
247646002,Direction of thought (finding)
365264007,Finding of flow of thought (finding)
2899008,Thought block (finding)
365276007,Finding of speed of thought (finding)
247627003,Slow flow of thought (finding)
285242009,Bradyphrenia (finding)
285243004,Sluggish thought (finding)
51474003,Disturbance in speed of associations (finding)
365287004,Finding of amount of thought (finding)
247620001,Increased thinking (finding)
247630005,Pressure of thought (finding)
365298003,Finding of clarity of thought (finding)
247640008,Unable to think clearly (finding)
247641007,Puzzled (finding)
41591006,Disorder of form of thought (finding)
102910004,Prelogical thinking (finding)
247648001,Loss of direction of thought (finding)
18343006,Circumstantiality (finding)
9288000,Irrelevant answer (finding)
20517006,Mental condensation (finding)
25462005,Palinopsia (finding)
26243003,Palinacousia (finding)
30199009,Glossolalia (finding)
34883005,Autistic thinking (finding)
39416002,Non sequiturs (finding)
40907002,Word salad (finding)
41435003,Disturbance in structure of associations (finding)
55346003,Loosening of associations (finding)
65135009,Knight's move in thought (finding)
4364002,Structure of associations (finding)
44515000,Perseveration (finding)
54501006,Neologism (finding)
61861001,Speed of associations (finding)
64336009,Incoherent thinking (finding)
71573006,Concrete thinking (finding)
74396008,Tangential thinking (finding)
7865000,Reality testing (finding)
88293003,Clang associations (finding)
365331005,Finding related to ability to think abstractly (finding)
247657007,Poor grasp of abstract concepts (finding)
424100000,Limited ability to think abstractly (finding)
716454002,Able to think creatively (finding)
365320002,Finding of independence of thought (finding)
285257002,Difficulty in thinking independently (finding)
247661001,Gullible (finding)
247662008,Suggestible (finding)
365342001,Finding of cognitive style (finding)
285246007,Selective abstraction (finding)
285248008,Overgeneralization (finding)
285249000,Black and white thinking (finding)
365353007,Finding related to ability to resist thoughts (finding)
365364005,Finding related to ability to resist dangerous thoughts (finding)
285252008,Unable to resist dangerous thoughts (finding)
285255005,Compulsion to act on dangerous thoughts (finding)
365375009,Finding related to ability to resist obsessional thoughts (finding)
247887003,Unable to resist obsessional thoughts (finding)
285286004,Compulsion to act on thoughts (finding)
225437008,Thinks realistically (finding)
365672004,Finding related to ability to reason (finding)
110355003,Lack of thinking ability (finding)
304642007,Able to reason (finding)
304660007,Able to use arithmetic reasoning (finding)
304655008,Able to use visuospatial reasoning (finding)
304664003,Able to use verbal reasoning (finding)
304643002,Unable to reason (finding)
304644008,Difficulty reasoning (finding)
423324006,Limited reasoning ability (finding)
365682003,Finding related to ability to use verbal reasoning (finding)
365693001,Finding related to ability to use arithmetic reasoning (finding)
365704005,Finding related to ability to use visuospatial reasoning (finding)
365803008,Finding related to logical sequencing ability (finding)
304646005,Able to perform logical sequencing (finding)
304647001,Difficulty performing logical sequencing (finding)
304648006,Unable to perform logical sequencing (finding)
365715000,Finding related to ability to process information (finding)
307084006,Unable to process information (finding)
307085007,Difficulty processing information (finding)
4941000175101,Difficulty following instructions (finding)
365726006,Finding related to ability to process information accurately (finding)
365737007,Finding related to ability to process information at normal speed (finding)
365748000,Finding related to ability to analyze information (finding)
307087004,Able to analyze information (finding)
365770002,Finding related to ability to tell the time (finding)
285628005,Difficulty telling the time (finding)
285629002,Unable to tell the time (finding)
285630007,Able to tell the time (finding)
365792003,Finding related to ability to read (finding)
309251006,Able to read (finding)
309252004,Unable to read (finding)
309253009,Difficulty reading (finding)
365926000,Finding of problem solving (finding)
247582001,Difficulty solving problems (finding)
422742006,Difficulty problem solving without conflict (finding)
385337002,Finding related to ability to comprehend (finding)
395662007,Able to comprehend concept of danger (finding)
395663002,Unable to comprehend concept of danger (finding)
395664008,Difficulty comprehending concept of danger (finding)
716464006,Able to understand generalized pain (finding)
716465007,Able to understand humor (finding)
716466008,Able to understand pain in body part (finding)
716478007,Difficulty understanding more than three word instructions (finding)
716479004,Difficulty understanding one part instructions (finding)
716480001,Difficulty understanding single word instructions (finding)
716481002,Difficulty understanding three word instructions (finding)
716482009,Difficulty understanding two part instructions (finding)
716483004,Difficulty understanding two word instructions (finding)
716484005,Difficulty understanding verbal language (finding)
716485006,Difficulty understanding written language (finding)
716490009,Does comprehend language (finding)
716491008,Does comprehend speech (finding)
716492001,Does comprehend written material (finding)
716493006,Does not comprehend language (finding)
716494000,Does not comprehend speech (finding)
716495004,Does not comprehend written material (finding)
716496003,Does not understand instructions of more than three words (finding)
716497007,Does not understand instructions of more than two parts (finding)
716474009,Difficulty comprehending language (finding)
716475005,Difficulty comprehending speech (finding)
716476006,Difficulty comprehending written material (finding)
716477002,Difficulty understanding instructions of more than two parts (finding)
716498002,Does not understand one part instructions (finding)
716499005,Does not understand single word instructions (finding)
716500001,Does not understand three word instructions (finding)
716501002,Does not understand two part instructions (finding)
716502009,Does not understand two word instructions (finding)
716503004,Does not understand verbal language (finding)
716504005,Does not understand written language (finding)
397640006,Healthcare knowledge finding (finding)
54777007,Deficient knowledge (finding)
129862009,Deficient knowledge of diagnostic testing (finding)
129863004,Deficient knowledge of dietary regimen (finding)
129864005,Deficient knowledge of disease process (finding)
129865006,Deficient knowledge of fluid volume management (finding)
129866007,Deficient knowledge of medication regimen (finding)
182891003,Patient misunderstood treatment instructions (finding)
408364003,Patient does not understand why taking all medication (finding)
129867003,Deficient knowledge of safety precautions (finding)
129868008,Deficient knowledge of therapeutic regimen (finding)
704377006,Deficient knowledge of peritoneal dialysis (finding)
423875000,Deficient knowledge of family planning methods (finding)
424537004,Deficient knowledge of preconception health practices (finding)
704383009,Deficient knowledge of child development (finding)
704379009,Deficient knowledge of sexual behavior (finding)
704381006,Deficient knowledge of oral hygiene (finding)
704375003,Deficient knowledge of breast feeding (finding)
704680001,Deficient knowledge of behavior change process (finding)
706869001,Deficient knowledge of medication (finding)
705086000,Deficient knowledge of patient controlled analgesia (finding)
704491001,Deficient knowledge of traditional therapy (finding)
704400005,Deficient knowledge of community services (finding)
704404001,Deficient knowledge of pain management (finding)
704403007,Deficient knowledge of fall prevention (finding)
704402002,Deficient knowledge of physical therapy (finding)
704406004,Deficient knowledge of symptom (finding)
704446005,Deficient knowledge of exercise (finding)
713398008,Deficient knowledge of travel health (finding)
713447003,Deficient knowledge of parenting (finding)
713448008,Deficient knowledge of infant feeding (finding)
713449000,Deficient knowledge of infant care (finding)
713451001,Deficient knowledge of labor and delivery (finding)
713452008,Deficient knowledge of fetal development (finding)
714670007,Deficient knowledge of pregnancy (finding)
397588000,Demonstrates knowledge of expected responses to operative procedure (finding)
397598006,Demonstrates knowledge of nutritional requirements related to operative procedure (finding)
397675006,Demonstrates knowledge of wound healing process (finding)
397699006,Demonstrates knowledge of medication management (finding)
397724004,Demonstrates knowledge of pain management (finding)
708571001,Demonstrates knowledge of who to contact in medical emergency (finding)
716391009,Able to adapt to sensory changes in body part (finding)
716438000,Able to recognize need for pressure area care (finding)
407628009,Global deterioration scale finding for assessment of primary degenerative dementia (finding)
407629001,Global Deterioration Scale level 1 - no cognitive decline (finding)
407630006,Global Deterioration Scale level 2 - very mild cognitive decline (finding)
407631005,Global Deterioration Scale level 3 - mild cognitive decline (finding)
407632003,Global Deterioration Scale level 4 - moderate cognitive decline (finding)
407633008,Global Deterioration Scale level 5 - moderately severe cognitive decline (finding)
407634002,Global Deterioration Scale level 6 - severe cognitive decline (finding)
407635001,Global Deterioration Scale level 7 - very severe cognitive decline (finding)
418415002,Finding related to the ability to verbalize understanding (finding)
419011006,Verbalizes medication compliance (finding)
418716000,Verbalizes essential medication characteristics (finding)
420169008,Verbalizes routine for medication administration (finding)
419606008,Verbalizes medication self-dose adjustment methods (finding)
419049005,Verbalizes medication refill plans (finding)
419128007,Verbalizes plan for reduction of medication compliance barriers (finding)
419849006,Verbalizes activity tolerance (finding)
417938007,Verbalizes prescribed activity plan (finding)
418837001,Verbalizes chronic illness diagnosis and severity (finding)
418428009,Verbalizes plan to support exercise (finding)
419399001,Verbalizes discharge instructions regarding activity plan (finding)
418075002,Verbalizes plan for reduction of exercise barriers (finding)
365923008,Finding related to decision making (finding)
247584000,Difficulty making plans (finding)
247585004,Difficulty making decisions (finding)
53209001,Decisional conflict (finding)
365924002,Finding related to ability to use decision making strategies (finding)
304650003,Able to use decision making strategies (finding)
304651004,Unable to use decision making strategies (finding)
304652006,Difficulty using decision making strategies (finding)
415806002,Using decision making strategies (finding)
716433009,Able to problem solve (finding)
365925001,Finding related to ability to make considered choices (finding)
304687006,Able to make considered choices (finding)
304688001,Unable to make considered choices (finding)
304689009,Difficulty making considered choices (finding)
397629003,Participates in perioperative plan of care decisions (finding)
716415003,Able to make decision on safe information to give over telephone (finding)
423884000,Repetitious behavior (finding)
191992009,Repetitive routines (finding)
247926005,Repetitive touching of objects (finding)
247927001,Repetitive complex twisting movements (finding)
247928006,Repetitive complex twisting movements of fingers (finding)
247929003,Repetitive complex twisting movements of limbs (finding)
247930008,Repetitive complex twisting movements of whole body (finding)
247931007,Repetitive complex twisting of objects near eyes (finding)
247932000,Repititive complex twisting of hands near eyes (finding)
247936002,Repetitive pressing on eyes (finding)
247939009,Repetitive rubbing of body parts (finding)
247940006,Repetitive tiptoe walking (finding)
284515004,Repetitive flapping movements (finding)
247922007,Flapping movements of hands (finding)
247923002,Flapping movements of arms (finding)
284516003,Repetitive spinning movements (finding)
247924008,Repetitive spinning of whole body (finding)
247925009,Repetitive spinning of objects (finding)
284517007,Repetitive flicking movements (finding)
247933005,Flicking objects near eyes (finding)
247934004,Flicking hands near eyes (finding)
53427000,Finger-flicking (finding)
284518002,Repetitive tapping movements (finding)
247937006,Repetitive chin tapping (finding)
284519005,Repetitive finger tapping (finding)
30189004,Repetitive rocking movements (finding)
41996009,Repetitive hand wringing (finding)
56835001,Palikinesia (finding)
90207007,Grinding teeth (finding)
25107009,Verbal repetition (finding)
28051002,Repetition of words (finding)
40628008,Repetition of phrases (finding)
609583009,Repetitive questioning (finding)
386806002,Impaired cognition (finding)
102891000,Age-related cognitive decline (finding)
110352000,Minimal cognitive impairment (finding)
141601000119107,Cognitive changes due to organic disorder (finding)
702955000,Moderate cognitive impairment (finding)
702956004,Severe cognitive impairment (finding)
449888003,Normal cognition (finding)
39093002,Post-trauma response (finding)
54231004,Rape trauma syndrome (finding)
23328008,Rape trauma syndrome: compound reaction (finding)
25944005,Rape trauma syndrome: silent reaction (finding)
416578004,Mental and psychological observations (finding)
384821006,"Mental state, behavior and/or psychosocial function finding (finding)"
3850002,Psychological function (observable entity)
108329005,Social context finding (finding)
55607006,Problem (finding)
105489007,Difficulty with in-laws (finding)
160476009,Social / personal history observable (observable entity)
15863006,Conflict (finding)
363896009,Behavior observable (observable entity)
713985006,Ability to adhere to rules and boundaries (observable entity)
225854008,Adherence to rules and boundaries (observable entity)
225597007,Ability to interact with others (observable entity)
225598002,Interaction with others (observable entity)
365032007,Finding related to ability to perform functions related to communication (finding)
401049002,Communication skills (observable entity)
118233009,Finding of activity of daily living (finding)
129025006,Activity of daily living (observable entity)
844005,Behavior finding (finding)
65367001,Victim status (finding)
95934001,Victim of crime (finding)
225858006,Safety finding (finding)
25622003,Support system deficit (finding)
224475003,Detail of care and support circumstances and networks (observable entity)
228465009,Sexual relationship details (observable entity)
364644000,Functional observable (observable entity)
102950001,Abusive sexual relationship (finding)
70295002,Statutory rape (finding)
118185001,Finding related to pregnancy (finding)
118196009,Value belief finding (finding)
363911004,Rules and boundaries observables (observable entity)
225850004,Awareness of rules and boundaries (observable entity)
118191004,Cognitive perceptual finding (finding)
271893008,On examination - behavioral (finding)
50202006,Disturbance in life pattern (finding)
409033001,Altered growth and development (finding)
365448001,Social and personal history finding (finding)
105507009,Patient dependence on care provider (finding)
422650009,Social isolation (finding)
225847002,Ability to talk about problems (observable entity)
118231006,Communication finding (finding)
363912006,Communication speech and language observable (observable entity)
225810002,Vulnerability to exploitation (observable entity)
405073004,Role performance behavior (observable entity)
365483002,Finding related to care and support circumstances and networks (finding)
365477000,Finding of details of parents (finding)
405175009,Parenting behavior (observable entity)
285854004,Emotion (observable entity)
248539004,Family problems (finding)
365576006,Finding of family milestones (finding)
160852007,Family milestone (observable entity)
311465003,Cognitive functions (observable entity)
225481000,Abusive behavior (finding)
422734005,Abusive caretaking (finding)
129880000,Finding related to dependent adult care (finding)
225659000,Stability of mood (observable entity)
225007005,Ability to control anger (observable entity)
247791000,Expression of emotions (observable entity)
247752005,Level of interest (observable entity)
363900007,Characteristic of aggressive behavior (observable entity)
365957000,Finding related to sexual relationship (finding)
247774004,Level of mood (observable entity)
118189007,Prenatal finding (finding)
405050007,Level of fear (observable entity)
247797001,Level of hope (observable entity)
365964003,Finding of erotic interest (finding)
248093007,Erotic interest (observable entity)
4065008,"Affect, function (observable entity)"
418799008,Finding reported by subject or history provider (finding)
271951008,Crying associated with mood (finding)
28263002,Crying (observable entity)
365574009,Finding of life event (finding)
225032007,Grieving process stages (observable entity)
364667003,Ability to cope (observable entity)
399069006,Dying process (observable entity)
266949007,Home problems (finding)
247794008,Enjoyment of life (observable entity)
69328002,Distress (finding)
278844005,General clinical state (observable entity)
247790004,Capacity for emotion (observable entity)
247793002,Capacity for enjoyment (observable entity)
225008000,Ability to control emotions (observable entity)
225000007,Ability to understand own emotions (observable entity)
225004003,Emotional adjustment (observable entity)
397706001,Finding related to ability to cope (finding)
162221009,Restlessness (finding)
106023006,"Finding of self perception, self concept pattern (finding)"
424682006,Inaccurate judgement (observable entity)
90415008,Immature behavior (finding)
301354004,Pain of ear structure (finding)
308921004,Neurological symptom (finding)
38276004,Multiple symptoms (finding)
53492001,Sensory somatic cortical function (observable entity)
224992003,Mental defense mechanisms (observable entity)
6942003,Level of consciousness (observable entity)
286747008,Level of egocentricity (observable entity)
286692009,Level of extraversion (observable entity)
286693004,Level of neuroticism (observable entity)
286699000,Level of psychoticism (observable entity)
118201000,Finding related to development of sexuality (finding)
247642000,Thought process (observable entity)
102602003,Paresthesia of skin (finding)
84229001,Fatigue (finding)
359755007,Energy / stamina (observable entity)
9748009,Dyskinesia (finding)
248791002,Inhibited orgasm (finding)
248789005,Quality of orgasm (observable entity)
76859005,Sexual function (observable entity)
106147001,Sensory nervous system finding (finding)
7453008,"Disturbance of perception, function (observable entity)"
106151004,Finding of sense of smell (finding)
397686008,"Sense of smell, function (observable entity)"
301194006,Finding of sensation of nose (finding)
106022001,Finding of cognitive perceptual pattern (finding)
405045001,Body image (observable entity)
397641005,"Sense of position and movement, function (observable entity)"
397624008,"Touch sensation, function (observable entity)"
162274004,Visual symptoms (finding)
699697007,Finding of sensation by site (finding)
281004000,Visual function (observable entity)
363888004,Memory performance (observable entity)
42341009,Agnosia (finding)
63384009,Distorted body image (finding)
246562007,Loss of body image (finding)
106165002,Finding related to cerebral function (finding)
225667008,Ability to recognize objects (observable entity)
285158003,Ability to recognize objects by touch (observable entity)
285162009,Ability to recognize objects by sight (observable entity)
285172007,Ability to recognize sounds (observable entity)
285181001,Ability to recognize warning sounds (observable entity)
285184009,Ability to recognize odors (observable entity)
285175009,Ability to recognize surroundings (observable entity)
225432002,Ability to recognize other persons (observable entity)
285165006,Ability to recognize faces (observable entity)
285167003,Ability to recognize faces by sight (observable entity)
285772002,Ability to recognize familiar people (observable entity)
225433007,Ability to recognize self (observable entity)
285778003,Ability to recognize parts of own body (observable entity)
285789005,Ability to recognize own fingers (observable entity)
248217000,State of consciousness and awareness (observable entity)
285795006,Ability to find way around a familiar environment (observable entity)
53686002,Psychiatric sign or symptom (finding)
307082005,Ability to process information (observable entity)
311536007,Ability to process information accurately (observable entity)
311537003,Ability to process information at normal speed (observable entity)
307086008,Ability to analyze information (observable entity)
704488001,Impairment of psychological status (finding)
43173001,"Orientation, function (observable entity)"
247750002,Drive (observable entity)
300233000,Finding of dentition (finding)
247751003,Sense of purpose (observable entity)
225467002,Volition (observable entity)
225464009,Attitude (observable entity)
704397001,Attitude towards treatment (observable entity)
704396005,Attitude towards medication management (observable entity)
704395009,Attitude towards exercise (observable entity)
704394008,Attitude towards dietary regime (observable entity)
704393002,Attitude towards care (observable entity)
247756008,Initiative (observable entity)
284474008,Self-control (observable entity)
406205008,Readiness (observable entity)
284530008,"Communication, speech and language finding (finding)"
118228005,Functional finding (finding)
288574004,Ability to communicate (observable entity)
365860008,General clinical state finding (finding)
405201006,Family functioning capacity (observable entity)
365949003,Health-related behavior finding (finding)
406211006,Personal health management behavior (observable entity)
408894003,Religiosity (observable entity)
363894007,Characteristic of self-concept (observable entity)
371733000,Knowledge level (observable entity)
87276001,Nutritional status (observable entity)
405159006,Comfort level (observable entity)
284773001,Ability to perform personal care activity (observable entity)
105569009,Spiritual health of patient (observable entity)
406219008,Urinary elimination status (observable entity)
404950004,Sleep behavior (observable entity)
251856003,Fluid balance status (observable entity)
247583006,Decision making (observable entity)
405134002,Immunization behavior (observable entity)
365947001,Interpretations of behavior finding (finding)
315244000,Change in behavior (observable entity)
247571009,General mental state (observable entity)
27625002,Wakefulness (observable entity)
247639006,Clarity of thought (observable entity)
106168000,Finding related to sleep (finding)
79519003,"Drowsiness, function (observable entity)"
31758001,Post-ictal state (finding)
248233002,Mental alertness (observable entity)
82832008,General body state finding (finding)
365275006,General well-being finding (finding)
52963003,Attentiveness (observable entity)
365759009,Finding related to ability to concentrate (finding)
247760006,Ability to concentrate (observable entity)
6769007,"Attention, function (observable entity)"
28277004,Behavior showing increased motor activity (finding)
288768002,Ability to direct attention (observable entity)
285244005,Cognitive style (observable entity)
285250000,Ability to resist dangerous thoughts (observable entity)
247660000,Independence of thought (observable entity)
285259004,Ability to resist obsessional thoughts (observable entity)
247626007,Speed of thought (observable entity)
